index,x,y,speed,timestamp,interpolation_error,x_GPS,y_GPS
0,120558.7126364244,6432977.242621139,1.8301374578216698,2021-03-07 07:29:00,63.69731322478832,120532.77226229411,6433035.418601595
1,120580.09203932274,6432977.84723748,1.878216078662917,2021-03-07 07:30:00,52.03336294361541,120631.51138601961,6432985.817284185
2,120601.4714422211,6432978.451853822,1.878216078662917,2021-03-07 07:30:00,30.92972337181509,120631.51138601961,6432985.817284185
3,120622.85084511944,6432979.056470163,1.878216078662917,2021-03-07 07:30:00,10.986972964717227,120631.51138601961,6432985.817284185
4,120643.06651490486,6432976.8028906435,1.878216078662917,2021-03-07 07:30:00,14.655384487756114,120631.51138601961,6432985.817284185
5,120663.28218469028,6432974.549311125,1.878216078662917,2021-03-07 07:30:00,33.70980369371976,120631.51138601961,6432985.817284185
6,120683.4978544757,6432972.295731605,1.878216078662917,2021-03-07 07:30:00,53.71615480207687,120631.51138601961,6432985.817284185
7,120722.0813023471,6432974.824140055,2.0073197659280027,2021-03-07 07:31:00,23.776925836041706,120745.85773005181,6432974.670231591
8,120760.6647502185,6432977.352548505,2.0073197659280027,2021-03-07 07:31:00,15.048012169214479,120745.85773005181,6432974.670231591
9,120799.24819808989,6432979.880956955,2.0073197659280027,2021-03-07 07:31:00,53.64413981179266,120745.85773005181,6432974.670231591
10,120839.55722956859,6432988.169771177,2.0726090799466776,2021-03-07 07:32:00,31.424519095555212,120870.11169306267,6432995.513146489
11,120879.86626104728,6432996.458585398,2.0726090799466776,2021-03-07 07:32:00,9.800278123484134,120870.11169306267,6432995.513146489
12,120920.17529252598,6433004.74739962,2.0726090799466776,2021-03-07 07:32:00,50.90810762645661,120870.11169306267,6432995.513146489
13,120956.47270705139,6433015.015070255,1.810892398486586,2021-03-07 07:33:00,34.18836377015475,120989.75820186862,6433022.82020011
14,120992.7701215768,6433025.28274089,1.810892398486586,2021-03-07 07:33:00,3.8904713625271983,120989.75820186862,6433022.82020011
15,121029.06753610221,6433035.550411525,1.810892398486586,2021-03-07 07:33:00,41.31926960350615,120989.75820186862,6433022.82020011
16,121050.79325742293,6433055.184412822,1.5460923491706917,2021-03-07 07:34:00,25.813626521512116,121075.41942778598,6433062.923601891
17,121072.51897874367,6433074.818414119,1.5460923491706917,2021-03-07 07:34:00,12.24333135180858,121075.41942778598,6433062.923601891
18,121094.24470006439,6433094.452415416,1.5460923491706917,2021-03-07 07:34:00,36.72134200511956,121075.41942778598,6433062.923601891
