index,x,y,speed,timestamp,interpolation_error,x_GPS,y_GPS
0,120558.7126364244,6432977.242621139,1.7767749693684332,2021-03-07 06:47:00,56.427384063365345,120613.47967872203,6432990.830142995
1,120580.09203932274,6432977.84723748,1.7767749693684332,2021-03-07 06:47:00,35.82304147165871,120613.47967872203,6432990.830142995
2,120601.4714422211,6432978.451853822,1.7767749693684332,2021-03-07 06:47:00,17.245862887124655,120613.47967872203,6432990.830142995
3,120622.85084511944,6432979.056470163,1.7767749693684332,2021-03-07 06:47:00,15.04786136323256,120613.47967872203,6432990.830142995
4,120643.06651490486,6432976.8028906435,1.7767749693684332,2021-03-07 06:47:00,32.743620506179106,120613.47967872203,6432990.830142995
5,120663.28218469028,6432974.549311125,1.7767749693684332,2021-03-07 06:47:00,52.396136185004764,120613.47967872203,6432990.830142995
6,120683.4978544757,6432972.295731605,1.8481175439785469,2021-03-07 06:48:00,36.1355546193148,120719.53207437249,6432969.591419479
7,120722.0813023471,6432974.824140055,1.8481175439785469,2021-03-07 06:48:00,5.820646690480591,120719.53207437249,6432969.591419479
8,120760.6647502185,6432977.352548505,1.8481175439785469,2021-03-07 06:48:00,41.858477588362604,120719.53207437249,6432969.591419479
9,120799.24819808989,6432979.880956955,1.8882365595905028,2021-03-07 06:49:00,33.23847376519179,120832.20901247437,6432984.1682466995
10,120839.55722956859,6432988.169771177,1.8882365595905028,2021-03-07 06:49:00,8.367107780223334,120832.20901247437,6432984.1682466995
11,120879.86626104728,6432996.458585398,1.8882365595905028,2021-03-07 06:49:00,49.21651924781887,120832.20901247437,6432984.1682466995
12,120920.17529252598,6433004.74739962,1.8180180848601342,2021-03-07 06:50:00,23.404744313863024,120943.539013359,6433003.362262358
13,120956.47270705139,6433015.015070255,1.8180180848601342,2021-03-07 06:50:00,17.408858791202938,120943.539013359,6433003.362262358
14,120992.7701215768,6433025.28274089,1.6054735279931054,2021-03-07 06:51:00,52.842856190680386,121045.45106997732,6433029.41615667
15,121029.06753610221,6433035.550411525,1.6054735279931054,2021-03-07 06:51:00,17.494263770281922,121045.45106997732,6433029.41615667
16,121050.79325742293,6433055.184412822,1.6054735279931054,2021-03-07 06:51:00,26.31619257836584,121045.45106997732,6433029.41615667
17,121072.51897874367,6433074.818414119,1.408606475461821,2021-03-07 06:52:00,41.20921208257535,121112.1981124893,6433085.943408756
18,121094.24470006439,6433094.452415416,1.408606475461821,2021-03-07 06:52:00,19.867768169738834,121112.1981124893,6433085.943408756
19,121102.6934688158,6433124.706072933,1.408606475461821,2021-03-07 06:52:00,39.91093065181946,121112.1981124893,6433085.943408756
20,121111.14223756724,6433154.959730451,1.339743153980639,2021-03-07 06:53:00,34.627741473459416,121145.32745990498,6433160.477977752
21,121119.59100631866,6433185.213387968,1.339743153980639,2021-03-07 06:53:00,35.69601604895827,121145.32745990498,6433160.477977752
22,121117.52393321005,6433219.644917674,1.4790091336753042,2021-03-07 06:54:00,25.517228881132006,121134.26266924804,6433238.904816055
23,121115.45686010142,6433254.076447381,1.4790091336753042,2021-03-07 06:54:00,24.162716212178687,121134.26266924804,6433238.904816055
24,121113.3897869928,6433288.507977087,1.8407278687519455,2021-03-07 06:55:00,45.99551462932051,121082.0214106976,6433322.1474231975
25,121099.09986686117,6433327.271369667,1.8407278687519455,2021-03-07 06:55:00,17.830549412479648,121082.0214106976,6433322.1474231975
26,121084.80994672953,6433366.034762246,1.8407278687519455,2021-03-07 06:55:00,43.97583952493811,121082.0214106976,6433322.1474231975
27,121070.5200265979,6433404.798154825,1.961423790702185,2021-03-07 06:56:00,66.56402686608311,121005.2234297789,6433417.725804128
28,121046.32646858267,6433445.211074134,1.961423790702185,2021-03-07 06:56:00,49.44592871247795,121005.2234297789,6433417.725804128
29,121022.13291056747,6433485.623993443,1.961423790702185,2021-03-07 06:56:00,69.97209910294487,121005.2234297789,6433417.725804128
30,120997.93935255225,6433526.036912752,1.8798307220548367,2021-03-07 06:57:00,59.92515862516135,120940.23470432386,6433509.875285078
31,120982.6997200379,6433565.856701881,1.8798307220548367,2021-03-07 06:57:00,70.26518758851104,120940.23470432386,6433509.875285078
32,120967.46008752356,6433605.676491008,1.7223073188990858,2021-03-07 06:58:00,74.51066114245207,120893.25778069024,6433612.448217856
33,120952.22045500921,6433645.4962801365,1.7223073188990858,2021-03-07 06:58:00,67.5926873512047,120893.25778069024,6433612.448217856
34,120945.65297492266,6433679.225768196,1.4827265272860382,2021-03-07 06:59:00,70.91007246410292,120879.72072989952,6433705.325144493
35,120939.08549483611,6433712.955256255,1.4827265272860382,2021-03-07 06:59:00,59.85310285592499,120879.72072989952,6433705.325144493
36,120932.51801474956,6433746.684744315,1.2958874110283767,2021-03-07 07:00:00,57.26414147457931,120893.1901020713,6433788.308021255
37,120929.91737658234,6433769.906619109,1.2958874110283767,2021-03-07 07:00:00,41.07924407695648,120893.1901020713,6433788.308021255
38,120927.31673841513,6433793.128493904,1.2958874110283767,2021-03-07 07:00:00,34.46540678284379,120893.1901020713,6433788.308021255
39,120924.71610024791,6433816.350368698,1.2076914259827156,2021-03-07 07:01:00,36.34371886762708,120924.14709852678,6433852.689633112
40,120930.63662778596,6433841.588157446,1.2076914259827156,2021-03-07 07:01:00,12.85911163240804,120924.14709852678,6433852.689633112
41,120936.55715532402,6433866.825946194,1.2076914259827156,2021-03-07 07:01:00,18.810764398475868,120924.14709852678,6433852.689633112
42,120942.47768286207,6433892.063734942,1.159784300707931,2021-03-07 07:02:00,30.085851639613615,120956.79738748391,6433918.523223381
43,120953.73336949245,6433913.197234223,1.159784300707931,2021-03-07 07:02:00,6.144458215497751,120956.79738748391,6433918.523223381
44,120964.98905612284,6433934.330733503,1.159784300707931,2021-03-07 07:02:00,17.80395493613523,120956.79738748391,6433918.523223381
45,120976.24474275322,6433955.464232784,1.1306939678425076,2021-03-07 07:03:00,24.57852059024818,120993.38763368018,6433973.077437066
46,120988.78666718598,6433973.763843461,1.1306939678425076,2021-03-07 07:03:00,4.651886329259914,120993.38763368018,6433973.077437066
47,121001.32859161875,6433992.063454139,1.1306939678425076,2021-03-07 07:03:00,20.57978759116625,120993.38763368018,6433973.077437066
48,121013.87051605151,6434010.363064816,1.2694219920818697,2021-03-07 07:04:00,29.894069311268183,121039.51923809468,6434025.718794611
49,121028.81633390857,6434030.470749558,1.2694219920818697,2021-03-07 07:04:00,11.710389994880456,121039.51923809468,6434025.718794611
50,121043.76215176562,6434050.578434299,1.2694219920818697,2021-03-07 07:04:00,25.219119766747703,121039.51923809468,6434025.718794611
51,121058.70796962269,6434070.6861190405,1.485032874312759,2021-03-07 07:05:00,33.953178838865966,121078.67065555125,6434098.150814993
52,121067.58807283927,6434091.495274632,1.485032874312759,2021-03-07 07:05:00,12.927484560648038,121078.67065555125,6434098.150814993
53,121076.46817605583,6434112.304430225,1.485032874312759,2021-03-07 07:05:00,14.323956857399827,121078.67065555125,6434098.150814993
54,121085.34827927241,6434133.113585817,1.485032874312759,2021-03-07 07:05:00,35.59474683447316,121078.67065555125,6434098.150814993
55,121093.28923721095,6434163.063195388,1.5039160955595108,2021-03-07 07:06:00,31.51458391432355,121112.97973418473,6434187.669156621
56,121101.23019514947,6434193.012804959,1.5039160955595108,2021-03-07 07:06:00,12.907604157962094,121112.97973418473,6434187.669156621
57,121109.17115308801,6434222.96241453,1.5039160955595108,2021-03-07 07:06:00,35.49815972404895,121112.97973418473,6434187.669156621
58,121121.74300945895,6434255.617028389,1.4257689260477002,2021-03-07 07:07:00,21.377824024806475,121139.06121602355,6434268.150626493
59,121134.31486582987,6434288.271642248,1.4257689260477002,2021-03-07 07:07:00,20.673246363172694,121139.06121602355,6434268.150626493
60,121146.88672220081,6434320.926256107,1.552814299513217,2021-03-07 07:08:00,35.233374007370955,121166.5679299524,6434350.150230946
61,121160.78339859322,6434354.724653962,1.552814299513217,2021-03-07 07:08:00,7.374696534442862,121166.5679299524,6434350.150230946
62,121174.68007498563,6434388.523051818,1.552814299513217,2021-03-07 07:08:00,39.220916341993934,121166.5679299524,6434350.150230946
63,121188.57675137804,6434422.321449673,1.6419514530053798,2021-03-07 07:09:00,24.42783901099435,121194.29758521372,6434446.069952341
64,121204.98859526367,6434457.109635059,1.6419514530053798,2021-03-07 07:09:00,15.367898047623203,121194.29758521372,6434446.069952341
65,121221.40043914928,6434491.897820445,1.6100814008076854,2021-03-07 07:10:00,43.97944839043639,121241.70844822664,6434530.9077762
66,121237.8122830349,6434526.686005831,1.6100814008076854,2021-03-07 07:10:00,5.744862770652517,121241.70844822664,6434530.9077762
67,121263.13426037396,6434553.184204421,1.6100814008076854,2021-03-07 07:10:00,30.908003501498204,121241.70844822664,6434530.9077762
68,121288.456237713,6434579.682403012,1.8031130929780825,2021-03-07 07:11:00,29.072605689970185,121313.06427197524,6434595.163393011
69,121313.77821505207,6434606.180601602,1.8031130929780825,2021-03-07 07:11:00,11.040317017950095,121313.06427197524,6434595.163393011
70,121349.93098311771,6434626.785633998,1.8031130929780825,2021-03-07 07:11:00,48.570778411323474,121313.06427197524,6434595.163393011
71,121386.08375118335,6434647.3906663945,2.0670006735649737,2021-03-07 07:12:00,31.69119857265388,121416.24762500162,6434657.110377463
72,121422.236519249,6434667.99569879,2.0670006735649737,2021-03-07 07:12:00,12.424052266022965,121416.24762500162,6434657.110377463
73,121464.89041581412,6434682.047668866,2.0670006735649737,2021-03-07 07:12:00,54.66250635090016,121416.24762500162,6434657.110377463
74,121507.54431237924,6434696.099638942,2.141717597298667,2021-03-07 07:13:00,29.098219936379454,121536.2842811393,6434700.651627423
75,121550.19820894436,6434710.1516090175,2.141717597298667,2021-03-07 07:13:00,16.847760600621232,121536.2842811393,6434700.651627423
76,121596.65582082329,6434720.663170789,2.141717597298667,2021-03-07 07:13:00,63.60176626249586,121536.2842811393,6434700.651627423
77,121643.11343270223,6434731.174732561,2.1904122604022547,2021-03-07 07:14:00,19.286412241622383,121662.33106403235,6434729.547359459
78,121689.57104458116,6434741.686294333,2.1904122604022547,2021-03-07 07:14:00,29.822311784537103,121662.33106403235,6434729.547359459
79,121736.49975272815,6434752.153964799,2.2124175808786117,2021-03-07 07:15:00,57.02367857192153,121793.46435958889,6434754.74886038
80,121783.42846087516,6434762.621635266,2.2124175808786117,2021-03-07 07:15:00,12.755385035245308,121793.46435958889,6434754.74886038
81,121830.35716902216,6434773.0893057315,2.2124175808786117,2021-03-07 07:15:00,41.200137421872256,121793.46435958889,6434754.74886038
82,121876.54672048938,6434786.877667565,2.185817536276757,2021-03-07 07:16:00,44.221357438263546,121920.66831416015,6434789.846408987
83,121922.7362719566,6434800.666029398,2.185817536276757,2021-03-07 07:16:00,11.015472540209325,121920.66831416015,6434789.846408987
84,121968.92582342382,6434814.454391232,2.185817536276757,2021-03-07 07:16:00,54.1695485533244,121920.66831416015,6434789.846408987
85,122014.38152633821,6434828.506717243,2.1841177607213154,2021-03-07 07:17:00,31.19237593684127,122045.54598208921,6434827.187242223
86,122059.8372292526,6434842.559043255,2.1841177607213154,2021-03-07 07:17:00,20.988854481484122,122045.54598208921,6434827.187242223
87,122105.292932167,6434856.611369266,2.201975155048552,2021-03-07 07:18:00,66.00451543406373,122169.54515500576,6434871.71924529
88,122149.4870702396,6434872.02716349,2.201975155048552,2021-03-07 07:18:00,20.060448103271074,122169.54515500576,6434871.71924529
89,122193.68120831219,6434887.442957712,2.201975155048552,2021-03-07 07:18:00,28.805975101341044,122169.54515500576,6434871.71924529
90,122237.8753463848,6434902.858751936,2.148567637945474,2021-03-07 07:19:00,58.11577725236813,122294.62320472785,6434915.393668734
91,122280.80349617639,6434916.405329878,2.148567637945474,2021-03-07 07:19:00,13.856688014069727,122294.62320472785,6434915.393668734
