index,x,y,speed,timestamp,interpolation_error,x_GPS,y_GPS
0,120558.7126364244,6432977.242621139,1.6770241138982083,2021-03-07 06:46:00,53.3690829344131,120529.58605908384,6433021.962879475
1,120580.09203932274,6432977.84723748,1.7422870389850318,2021-03-07 06:47:00,44.51969792849231,120624.44228793494,6432981.727823992
2,120601.4714422211,6432978.451853822,1.7422870389850318,2021-03-07 06:47:00,23.203269885210602,120624.44228793494,6432981.727823992
3,120622.85084511944,6432979.056470163,1.7422870389850318,2021-03-07 06:47:00,3.109472867745342,120624.44228793494,6432981.727823992
4,120643.06651490486,6432976.8028906435,1.7422870389850318,2021-03-07 06:47:00,19.264391989284963,120624.44228793494,6432981.727823992
5,120663.28218469028,6432974.549311125,1.7422870389850318,2021-03-07 06:47:00,39.497704071941335,120624.44228793494,6432981.727823992
6,120683.4978544757,6432972.295731605,1.813472775150518,2021-03-07 06:48:00,46.339412409120285,120729.7289862707,6432969.129725386
7,120722.0813023471,6432974.824140055,1.813472775150518,2021-03-07 06:48:00,9.534853318984966,120729.7289862707,6432969.129725386
8,120760.6647502185,6432977.352548505,1.813472775150518,2021-03-07 06:48:00,32.00994081651385,120729.7289862707,6432969.129725386
9,120799.24819808989,6432979.880956955,1.8677047901991515,2021-03-07 06:49:00,41.23336436632278,120840.00266988948,6432986.147005575
10,120839.55722956859,6432988.169771177,1.8677047901991515,2021-03-07 06:49:00,2.0712309769924624,120840.00266988948,6432986.147005575
11,120879.86626104728,6432996.458585398,1.8677047901991515,2021-03-07 06:49:00,41.17565516725495,120840.00266988948,6432986.147005575
12,120920.17529252598,6433004.74739962,1.7760141401778107,2021-03-07 06:50:00,30.88178953526718,120951.0553211403,6433004.417615328
13,120956.47270705139,6433015.015070255,1.7760141401778107,2021-03-07 06:50:00,11.90185368075007,120951.0553211403,6433004.417615328
14,120992.7701215768,6433025.28274089,1.7760141401778107,2021-03-07 06:50:00,46.64202011253156,120951.0553211403,6433004.417615328
15,121029.06753610221,6433035.550411525,1.571054431336348,2021-03-07 06:51:00,17.645664244469057,121046.71307716302,6433035.484477467
16,121050.79325742293,6433055.184412822,1.571054431336348,2021-03-07 06:51:00,20.118034793523037,121046.71307716302,6433035.484477467
17,121072.51897874367,6433074.818414119,1.4863953131298142,2021-03-07 06:52:00,42.26873868769662,121106.4241973839,6433100.058905778
